doc_id	paragraph_id	sentence_id	sentence	start	end	term_id	token_id	token	lemma	upos	xpos	feats	head_token_id	dep_rel	deps	misc
doc42	1	1	night	1	5	1	1	night	night	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc43	1	1	music	1	5	1	1	music	music	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc44	1	1	muse	1	4	1	1	muse	muse	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc45	1	1	money	1	5	1	1	money	money	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc46	1	1	mobile	1	6	1	1	mobile	mobile	ADJ	JJ	Degree=Pos	0	root	NA	SpacesAfter=\n
doc47	1	1	miss	1	4	1	1	miss	miss	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc48	1	1	football	1	8	1	1	football	football	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc49	1	1	food	1	4	1	1	food	food	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc50	1	1	fall	1	4	1	1	fall	fall	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc51	1	1	electricity	1	11	1	1	electricity	electricity	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc52	1	1	candy	1	5	1	1	candy	candy	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc53	1	1	brows	1	5	1	1	brows	brows	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc54	1	1	bro	1	3	1	1	bro	bro	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc55	1	1	dragons	1	7	1	1	dragons	dragon	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc56	1	1	discussion	1	10	1	1	discussion	discussion	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc57	1	1	dashes	1	6	1	1	dashes	dash	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc58	1	1	dashboard	1	9	1	1	dashboard	dashboard	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc59	1	1	cycling	1	7	1	1	cycling	cycle	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc60	1	1	crowd	1	5	1	1	crowd	crowd	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc61	1	1	children	1	8	1	1	children	child	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc62	1	1	me	1	2	1	1	me	I	PRON	PRP	Case=Acc|Number=Sing|Person=1|PronType=Prs	0	root	NA	SpacesAfter=\n
doc63	1	1	people	1	6	1	1	people	people	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc64	1	1	dad	1	3	1	1	dad	dad	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc65	1	1	daddy	1	5	1	1	daddy	daddy	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc66	1	1	president	1	9	1	1	president	president	PROPN	NNP	Number=Sing	0	root	NA	SpacesAfter=\n
doc67	1	1	mom	1	3	1	1	mom	mom	X	ADD	NA	0	root	NA	SpacesAfter=\n
doc68	1	1	congress	1	8	1	1	congress	congress	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc69	1	1	mommy	1	5	1	1	mommy	mommy	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc70	1	1	life	1	4	1	1	life	life	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc71	1	1	us	1	2	1	1	us	we	PRON	PRP	Case=Acc|Number=Plur|Person=1|PronType=Prs	0	root	NA	SpacesAfter=\n
doc72	1	1	dr	1	2	1	1	dr	dr	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc73	1	1	baseball	1	8	1	1	baseball	baseball	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc74	1	1	politicians	1	11	1	1	politicians	politician	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc75	1	1	republicans	1	11	1	1	republicans	republican	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc76	1	1	apple	1	5	1	1	apple	apple	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc77	1	1	businessmen	1	11	1	1	businessmen	businessman	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc78	1	1	chait	1	5	1	1	chait	chait	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc79	1	1	chris	1	5	1	1	chris	chris	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc80	1	1	chef	1	4	1	1	chef	chef	VERB	VB	Mood=Imp|VerbForm=Fin	0	root	NA	SpacesAfter=\n
doc81	1	1	girls	1	5	1	1	girls	girl	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc82	1	1	gangsta	1	7	1	1	gangsta	gangsta	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc83	1	1	humans	1	6	1	1	humans	human	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc84	1	1	house	1	5	1	1	house	house	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc85	1	1	liberals	1	8	1	1	liberals	liberal	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc86	1	1	aaliyah	1	7	1	1	aaliyah	aaliyah	INTJ	UH	NA	0	root	NA	SpacesAfter=\n
doc87	1	1	men	1	3	1	1	men	men	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc88	1	1	m	1	1	1	1	m	m	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc89	1	1	radio	1	5	1	1	radio	radio	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc90	1	1	spike	1	5	1	1	spike	spike	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc91	1	1	sports	1	6	1	1	sports	sport	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc92	1	1	them	1	4	1	1	them	they	PRON	PRP	Case=Acc|Number=Plur|Person=3|PronType=Prs	0	root	NA	SpacesAfter=\n
doc93	1	1	things	1	6	1	1	things	thing	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc94	1	1	women	1	5	1	1	women	woman	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc95	1	1	you	1	3	1	1	you	you	PRON	PRP	Case=Nom|Person=2|PronType=Prs	0	root	NA	SpacesAfter=\n
doc96	1	1	mongul	1	6	1	1	mongul	mongul	INTJ	UH	NA	0	root	NA	SpacesAfter=\n
doc97	1	1	momma	1	5	1	1	momma	momma	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc98	1	1	mister	1	6	1	1	mister	mister	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc99	1	1	methe	1	5	1	1	methe	methey	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc100	1	1	melody	1	6	1	1	melody	melody	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc101	1	1	mei	1	3	1	1	mei	mei	X	ADD	NA	0	root	NA	SpacesAfter=\n
doc102	1	1	mebecause	1	9	1	1	mebecause	mebecause	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc103	1	1	me'cause	1	8	1	1	me'cause	me'cause	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc104	1	1	mama	1	4	1	1	mama	mama	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc105	1	1	magazines	1	9	1	1	magazines	magazine	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc106	1	1	lance	1	5	1	1	lance	lance	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc107	1	1	lady	1	4	1	1	lady	lady	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc108	1	1	king	1	4	1	1	king	king	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc109	1	1	kat	1	3	1	1	kat	kat	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc110	1	1	justin	1	6	1	1	justin	justin	ADV	RB	NA	0	root	NA	SpacesAfter=\n
doc111	1	1	juice	1	5	1	1	juice	juice	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc112	1	1	journalism	1	10	1	1	journalism	journalism	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc113	1	1	jews	1	4	1	1	jews	jew	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc114	1	1	jesse	1	5	1	1	jesse	jesse	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc115	1	1	italians	1	8	1	1	italians	italians	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc116	1	1	intruders	1	9	1	1	intruders	intruder	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc117	1	1	inequality	1	10	1	1	inequality	inequality	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc118	1	1	incumbents	1	10	1	1	incumbents	incumbent	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc119	1	1	idiots	1	6	1	1	idiots	idiot	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc120	1	1	hunseu	1	6	1	1	hunseu	hunseu	X	ADD	NA	0	root	NA	SpacesAfter=\n
doc121	1	1	himhe	1	5	1	1	himhe	himhe	PRON	PRP	Case=Nom|Gender=Masc|Number=Sing|Person=3|PronType=Prs	0	root	NA	SpacesAfter=\n
doc122	1	1	him	1	3	1	1	him	he	PRON	PRP	Case=Acc|Gender=Masc|Number=Sing|Person=3|PronType=Prs	0	root	NA	SpacesAfter=\n
doc123	1	1	herwith	1	7	1	1	herwith	herwith	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc124	1	1	her.you	1	7	1	1	her.you	her.you	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc125	1	1	hell	1	4	1	1	hell	hell	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc126	1	1	hamoui	1	6	1	1	hamoui	hamoui	INTJ	UH	NA	0	root	NA	SpacesAfter=\n
doc127	1	1	guys	1	4	1	1	guys	guy	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc128	1	1	grothe	1	6	1	1	grothe	groto	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc129	1	1	granny	1	6	1	1	granny	granny	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc130	1	1	grace	1	5	1	1	grace	grace	PROPN	NNP	Number=Sing	0	root	NA	SpacesAfter=\n
doc131	1	1	government	1	10	1	1	government	government	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc132	1	1	google	1	6	1	1	google	google	PROPN	NNP	Number=Sing	0	root	NA	SpacesAfter=\n
doc133	1	1	glorette	1	8	1	1	glorette	glorette	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc134	1	1	friends	1	7	1	1	friends	friend	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc135	1	1	food	1	4	1	1	food	food	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc136	1	1	folk	1	4	1	1	folk	folk	VERB	VB	Mood=Imp|VerbForm=Fin	0	root	NA	SpacesAfter=\n
doc137	1	1	finn	1	4	1	1	finn	finn	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc138	1	1	fern	1	4	1	1	fern	fern	ADJ	JJ	Degree=Pos	0	root	NA	SpacesAfter=\n
doc139	1	1	father	1	6	1	1	father	father	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc140	1	1	epd	1	3	1	1	epd	epd	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc141	1	1	eagle	1	5	1	1	eagle	eagle	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc142	1	1	drake	1	5	1	1	drake	drake	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc143	1	1	disco	1	5	1	1	disco	disco	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc144	1	1	dicks	1	5	1	1	dicks	dicks	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc145	1	1	diabetes	1	8	1	1	diabetes	diabete	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc146	1	1	democrats	1	9	1	1	democrats	democrat	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc147	1	1	deacon	1	6	1	1	deacon	deacon	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc148	1	1	critics	1	7	1	1	critics	critic	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc149	1	1	cowboys	1	7	1	1	cowboys	cowboy	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc150	1	1	cousin	1	6	1	1	cousin	cousin	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc151	1	1	coach	1	5	1	1	coach	coach	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc152	1	1	clara	1	5	1	1	clara	clara	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc153	1	1	chase	1	5	1	1	chase	chase	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc154	1	1	cha	1	3	1	1	cha	cha	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc155	1	1	celebrities	1	11	1	1	celebrities	celebrity	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc156	1	1	cat	1	3	1	1	cat	cat	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc157	1	1	capitalism	1	10	1	1	capitalism	capitalism	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc158	1	1	cable	1	5	1	1	cable	cable	ADJ	JJ	Degree=Pos	0	root	NA	SpacesAfter=\n
doc159	1	1	bureaucrats	1	11	1	1	bureaucrats	bureaucrat	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc160	1	1	bureacrats	1	10	1	1	bureacrats	bureacrat	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc161	1	1	bugs	1	4	1	1	bugs	bug	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc162	1	1	things	1	6	1	1	things	thing	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc163	1	1	time	1	4	1	1	time	time	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc164	1	1	grief	1	5	1	1	grief	grief	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc165	1	1	power	1	5	1	1	power	power	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc166	1	1	fear	1	4	1	1	fear	fear	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc167	1	1	joy	1	3	1	1	joy	joy	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc168	1	1	jealousy	1	8	1	1	jealousy	jealousy	INTJ	UH	NA	0	root	NA	SpacesAfter=\n
doc169	1	1	rage	1	4	1	1	rage	rage	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc170	1	1	love	1	4	1	1	love	love	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc171	1	1	excitement	1	10	1	1	excitement	excitement	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc172	1	1	desire	1	6	1	1	desire	desire	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc173	1	1	boredom	1	7	1	1	boredom	boredom	X	ADD	NA	0	root	NA	SpacesAfter=\n
doc174	1	1	hunger	1	6	1	1	hunger	hunger	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc175	1	1	pain	1	4	1	1	pain	pain	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc176	1	1	thirst	1	6	1	1	thirst	thirst	ADJ	JJS	Degree=Sup	0	root	NA	SpacesAfter=\n
doc177	1	1	pleasure	1	8	1	1	pleasure	pleasure	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc178	1	1	hatred	1	6	1	1	hatred	hatre	VERB	VBD	Mood=Ind|Tense=Past|VerbForm=Fin	0	root	NA	SpacesAfter=\n
doc179	1	1	fever	1	5	1	1	fever	fever	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc180	1	1	blood	1	5	1	1	blood	blood	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc181	1	1	delight	1	7	1	1	delight	delight	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc182	1	1	frustration	1	11	1	1	frustration	frustration	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc183	1	1	guilt	1	5	1	1	guilt	guilt	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc184	1	1	greed	1	5	1	1	greed	greed	VERB	VBD	Mood=Ind|Tense=Past|VerbForm=Fin	0	root	NA	SpacesAfter=\n
doc185	1	1	hate	1	4	1	1	hate	hate	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc186	1	1	passion	1	7	1	1	passion	passion	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc187	1	1	misery	1	6	1	1	misery	misery	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc188	1	1	lust	1	4	1	1	lust	lust	ADJ	JJS	Degree=Sup	0	root	NA	SpacesAfter=\n
doc189	1	1	stress	1	6	1	1	stress	stress	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc190	1	1	worry	1	5	1	1	worry	worry	INTJ	UH	NA	0	root	NA	SpacesAfter=\n
doc191	1	1	loneliness	1	10	1	1	loneliness	loneliness	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc192	1	1	zero	1	4	1	1	zero	zero	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc193	1	1	whales	1	6	1	1	whales	whale	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc194	1	1	vanity	1	6	1	1	vanity	vanity	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc195	1	1	torment	1	7	1	1	torment	torment	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc196	1	1	terror	1	6	1	1	terror	terror	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc197	1	1	territory	1	9	1	1	territory	territory	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc198	1	1	tenderness	1	10	1	1	tenderness	tenderness	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc199	1	1	talk	1	4	1	1	talk	talk	VERB	VB	VerbForm=Inf	0	root	NA	SpacesAfter=\n
doc200	1	1	talent	1	6	1	1	talent	talent	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc201	1	1	strawberries	1	12	1	1	strawberries	strawberry	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc202	1	1	sound	1	5	1	1	sound	sound	VERB	VB	VerbForm=Inf	0	root	NA	SpacesAfter=\n
doc203	1	1	quarterback	1	11	1	1	quarterback	quarterback	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc204	1	1	progressives	1	12	1	1	progressives	progressive	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc205	1	1	pride	1	5	1	1	pride	pride	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc206	1	1	panic	1	5	1	1	panic	panic	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc207	1	1	offense	1	7	1	1	offense	offense	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc208	1	1	mrs	1	3	1	1	mrs	mr	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc209	1	1	money	1	5	1	1	money	money	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc210	1	1	misgivings	1	10	1	1	misgivings	misgiving	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc211	1	1	longing	1	7	1	1	longing	longe	VERB	VBG	VerbForm=Ger	0	root	NA	SpacesAfter=\n
doc212	1	1	impatience	1	10	1	1	impatience	impatience	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc213	1	1	horror	1	6	1	1	horror	horror	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc214	1	1	homework	1	8	1	1	homework	homework	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc215	1	1	happiness	1	9	1	1	happiness	happiness	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc216	1	1	glee	1	4	1	1	glee	glee	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc217	1	1	fright	1	6	1	1	fright	fright	ADJ	JJ	Degree=Pos	0	root	NA	SpacesAfter=\n
doc218	1	1	depression	1	10	1	1	depression	depression	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc219	1	1	delirium	1	8	1	1	delirium	delirium	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc220	1	1	envy	1	4	1	1	envy	envy	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc221	1	1	dream	1	5	1	1	dream	dream	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc222	1	1	doubts	1	6	1	1	doubts	doubt	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc223	1	1	disbelief	1	9	1	1	disbelief	disbelief	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc224	1	1	despair	1	7	1	1	despair	despair	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc225	1	1	defeat	1	6	1	1	defeat	defeat	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc226	1	1	dance	1	5	1	1	dance	dance	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc227	1	1	cravings	1	8	1	1	cravings	craving	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc228	1	1	conquest	1	8	1	1	conquest	conquest	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc229	1	1	concentration	1	13	1	1	concentration	concentration	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
